Period,Window,Factor,Type,Ann_Return,Ann_Volatility,Sharpe_Ratio,Max_Drawdown
Crash_2018 (贸易战),21d,umd,VMP_Gross,0.32239459921626584,0.15910896899267568,2.026250319245716,0.10169304353809655
Crash_2018 (贸易战),21d,umd,VMP_Net,0.30196414881504524,0.1585196330495864,1.9049006296941657,0.10636443352922119
Crash_2022 (俄乌/疫情),21d,mkt_rf,Original,-0.18199139672231404,0.2079582394197585,-0.8751343405777203,0.26418593551814146
Crash_2022 (俄乌/疫情),21d,mkt_rf,VMP_Gross,-0.5301963170371388,0.25585512713613257,-2.072252070817552,0.4325457894212576
Crash_2022 (俄乌/疫情),21d,mkt_rf,VMP_Net,-0.5541761128296959,0.25598187965659297,-2.1649036782335496,0.4449411722020655
Crash_2022 (俄乌/疫情),21d,smb,Original,0.12971940691239667,0.14009074257749154,0.9259670162761973,0.11321101850481428
Crash_2022 (俄乌/疫情),21d,smb,VMP_Gross,0.07900308923720814,0.08060690116304832,0.9801032926126753,0.06980992751712253
Crash_2022 (俄乌/疫情),21d,smb,VMP_Net,0.07009482179819149,0.0805847830170293,0.8698270216025641,0.07182327350250295
Crash_2022 (俄乌/疫情),21d,hml,Original,0.17732685454214875,0.14149297305529773,1.2532555554744513,0.10520989063847923
Crash_2022 (俄乌/疫情),21d,hml,VMP_Gross,0.10062108707660047,0.0608066138595879,1.6547720829998935,0.04361470138386137
Crash_2022 (俄乌/疫情),21d,hml,VMP_Net,0.09290901806129323,0.06075848612070625,1.529152946252066,0.04459795338487757
Crash_2022 (俄乌/疫情),21d,rmw,Original,-0.11791791938841321,0.11627465569185959,-1.014132604278859,0.1546486211763727
Crash_2022 (俄乌/疫情),21d,rmw,VMP_Gross,-0.13129525844667658,0.11926379310564078,-1.100881122658732,0.16320518514402693
Crash_2022 (俄乌/疫情),21d,rmw,VMP_Net,-0.1475774445523432,0.1193389467049285,-1.2366243261492478,0.16955286205970516
Crash_2022 (俄乌/疫情),21d,cma,Original,0.17892191755859504,0.14205188699706686,1.2595532614240421,0.07652019821592565
